actions,category,drugbank_id,known_action,organism,uniprot_id
,target,DB00121,unknown,Humans,P50747
,target,DB00121,unknown,Humans,Q9Y289
,target,DB00121,unknown,Humans,Q9HCC0
,target,DB00121,unknown,Humans,O00763
,target,DB00121,unknown,Humans,Q96RQ3
,target,DB00121,unknown,Humans,P11498
,target,DB00121,unknown,Humans,P05165
,target,DB00121,unknown,Humans,Q13085
inducer,enzyme,DB00121,unknown,Humans,Q16678
product of,target,DB00122,unknown,Humans,Q9Y5K3
product of,target,DB00122,unknown,Humans,P22303
product of,target,DB00122,unknown,Humans,P49585
product of,target,DB00122,unknown,Humans,O14939
product of,target,DB00122,unknown,Humans,P06276
product of,target,DB00122,unknown,Humans,Q13393
product of,target,DB00122,unknown,Humans,Q8TCT1
,target,DB00122,unknown,Humans,P36544
substrate,enzyme,DB00122,unknown,Humans,Q9Y6K0
substrate,enzyme,DB00122,unknown,Humans,Q9Y259
substrate,enzyme,DB00122,unknown,Humans,P28329
substrate,enzyme,DB00122,unknown,Humans,P35790
substrate,enzyme,DB00122,unknown,Humans,Q8NE62
substrate|inhibitor,transporter,DB00122,unknown,Humans,O15244
substrate|inhibitor,transporter,DB00122,unknown,Humans,O15245
inhibitor,transporter,DB00122,unknown,Humans,O75751
inhibitor,transporter,DB00122,unknown,Humans,O76082
inhibitor,transporter,DB00122,unknown,Humans,Q9H015
substrate,transporter,DB00122,unknown,Humans,Q8WWI5
substrate,transporter,DB00122,unknown,Humans,Q53GD3
substrate,transporter,DB00122,unknown,Humans,Q8IWA5
substrate,transporter,DB00122,unknown,Humans,Q8N4M1
substrate,transporter,DB00122,unknown,Humans,Q9GZV3
,target,DB00123,unknown,Humans,P30825
,target,DB00123,unknown,Humans,O43246
,target,DB00123,unknown,Humans,Q8WY07
,target,DB00123,unknown,Humans,P52569
,target,DB00123,unknown,Humans,Q15046
substrate|inhibitor,transporter,DB00123,unknown,Humans,Q8TF71
inhibitor,transporter,DB00123,unknown,Humans,Q9H015
,target,DB00125,unknown,Humans,P29474
,target,DB00125,unknown,Humans,Q8WY07
,target,DB00125,unknown,Humans,Q96A70
,target,DB00125,unknown,Humans,P04424
,target,DB00125,unknown,Humans,P35228
,target,DB00125,unknown,Humans,P30825
,target,DB00125,unknown,Humans,P78540
,target,DB00125,unknown,Humans,O43246
,target,DB00125,unknown,Humans,P00966
inhibitor,transporter,DB00125,unknown,Humans,O76082
inhibitor,transporter,DB00125,unknown,Humans,Q8TF71
inhibitor,transporter,DB00125,unknown,Humans,Q9H015
,target,DB00126,unknown,Humans,P09848
,target,DB00126,unknown,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),Q54873
,target,DB00126,unknown,Streptomyces rubiginosus,P24300
,target,DB00126,unknown,Humans,O00469
,target,DB00126,unknown,Humans,O14832
,target,DB00126,unknown,Humans,O60568
,target,DB00126,unknown,Humans,O75936
,target,DB00126,unknown,Humans,P09172
,target,DB00126,unknown,Humans,P19021
,target,DB00126,unknown,Humans,P13674
,target,DB00126,unknown,Humans,Q32P28
,target,DB00126,unknown,Humans,Q6N063
,target,DB00126,unknown,Humans,Q6NS38
,target,DB00126,unknown,Humans,Q8IVL5
,target,DB00126,unknown,Humans,Q8IVL6
,target,DB00126,unknown,Humans,Q8N543
,target,DB00126,unknown,Humans,Q96KS0
,target,DB00126,unknown,Humans,Q96Q83
,target,DB00126,unknown,Humans,Q9BY66
,target,DB00126,unknown,Humans,Q9GZT9
,target,DB00126,unknown,Humans,Q9UHI7
activator,target,DB00126,unknown,Humans,Q02809
,target,DB00126,unknown,Humans,Q9H6Z9
,target,DB00126,unknown,Humans,Q9NVH6
,target,DB00126,unknown,Humans,Q9NXG6
,transporter,DB00126,unknown,Humans,Q9UHI7
ligand,target,DB00127,yes,Humans,P52788
ligand,target,DB00127,yes,Humans,Q9NWM0
product of,target,DB00127,unknown,Humans,P11926
,target,DB00127,unknown,Humans,P41180
,target,DB00127,unknown,Humans,P08588
,target,DB00127,unknown,Humans,P07550
inhibitor,enzyme,DB00127,unknown,Humans,P47989
substrate,enzyme,DB00127,unknown,Humans,P21673
substrate,enzyme,DB00127,unknown,Humans,Q96F10
inhibitor,transporter,DB00127,unknown,Humans,Q9H015
substrate,transporter,DB00127,unknown,Humans,O15245
,target,DB00128,unknown,Humans,P07998
,target,DB00128,unknown,Humans,P61626
,target,DB00128,unknown,Humans,Q9UJS0
,target,DB00128,unknown,Humans,P17174
,target,DB00128,unknown,Humans,P45381
,target,DB00128,unknown,Humans,P08243
,target,DB00128,unknown,Humans,P00966
,target,DB00128,unknown,Humans,Q03154
,target,DB00128,unknown,Humans,P00505
,target,DB00128,unknown,Humans,P14868
,target,DB00128,unknown,Humans,O75746
,target,DB00128,unknown,Humans,Q12797
,target,DB00128,unknown,Humans,P22234
,target,DB00128,unknown,Humans,P27708
,target,DB00128,unknown,Humans,P30520
,target,DB00128,unknown,Humans,P43005
,target,DB00128,unknown,Humans,Q2TU84
,target,DB00128,unknown,Humans,Q5T6L4
,target,DB00128,unknown,Humans,Q6PI48
,target,DB00128,unknown,Humans,Q7L266
,target,DB00128,unknown,Humans,Q8N142
,target,DB00128,unknown,Humans,Q96HD9
inhibitor,transporter,DB00128,unknown,Humans,Q8TF71
,target,DB00129,unknown,Humans,P04181
,target,DB00129,unknown,Humans,P00480
,target,DB00129,unknown,Humans,P05089
,target,DB00129,unknown,Humans,P54368
,target,DB00129,unknown,Humans,P52569
,target,DB00129,unknown,Humans,Q9BXI2
,target,DB00129,unknown,Humans,O43246
,target,DB00129,unknown,Humans,P30825
,target,DB00129,unknown,Humans,P78540
,target,DB00129,unknown,Humans,Q9Y619
,target,DB00129,unknown,Humans,Q8WY07
,target,DB00129,unknown,Humans,O95190
,target,DB00129,unknown,Humans,P50440
,target,DB00129,unknown,Humans,Q9UMX2
antagonist,target,DB00130,unknown,Humans,P17812
product of,target,DB00130,unknown,Humans,Q06203
product of,target,DB00130,unknown,Humans,P15104
substrate,enzyme,DB00130,unknown,Humans,P00488
substrate,enzyme,DB00130,unknown,Humans,O94925
substrate,enzyme,DB00130,unknown,Humans,Q9UI32
substrate,enzyme,DB00130,unknown,Humans,P21980
substrate,enzyme,DB00130,unknown,Humans,O43548
substrate,enzyme,DB00130,unknown,Humans,O95932
substrate,enzyme,DB00130,unknown,Humans,P22735
substrate,enzyme,DB00130,unknown,Humans,P49221
substrate,enzyme,DB00130,unknown,Humans,Q08188
substrate,enzyme,DB00130,unknown,Humans,Q96PF1
substrate,enzyme,DB00130,unknown,Humans,P49915
substrate,enzyme,DB00130,unknown,Humans,P08243
substrate,enzyme,DB00130,unknown,Humans,Q16773
substrate,enzyme,DB00130,unknown,Humans,O15067
substrate,enzyme,DB00130,unknown,Humans,O75879
substrate,enzyme,DB00130,unknown,Humans,O94808
substrate,enzyme,DB00130,unknown,Humans,P27708
substrate,enzyme,DB00130,unknown,Humans,P47897
substrate,enzyme,DB00130,unknown,Humans,Q6IA69
inhibitor,transporter,DB00130,unknown,Humans,Q8TF71
substrate,transporter,DB00130,unknown,Humans,Q99624
substrate,transporter,DB00130,unknown,Humans,Q15758
substrate,transporter,DB00130,unknown,Humans,Q9UHI5
activator,target,DB00131,unknown,Humans,P16220
product of,target,DB00131,unknown,Humans,P11309
product of,target,DB00131,unknown,Humans,Q07343
activator,target,DB00131,unknown,Humans,P06737
activator,target,DB00131,unknown,Humans,Q9Y478
product of,target,DB00131,unknown,Humans,P49773
product of,target,DB00131,unknown,Humans,Q08499
product of,target,DB00131,unknown,Humans,Q9NUB1
product of,target,DB00131,unknown,Humans,Q9NR19
activator,target,DB00131,unknown,Humans,Q13131
activator,target,DB00131,unknown,Humans,O43741
product of,target,DB00131,unknown,Humans,Q08828
product of,target,DB00131,unknown,Humans,P33121
antagonist|inhibitory allosteric modulator,target,DB00131,unknown,Humans,P09467
product of,target,DB00131,unknown,Humans,P55263
substrate,enzyme,DB00131,unknown,Humans,P23109
substrate,enzyme,DB00131,unknown,Humans,P07741
ligand,target,DB00132,yes,Humans,O60427
ligand,target,DB00132,yes,Humans,O95864
,target,DB00132,unknown,Humans,P32418
,target,DB00132,unknown,Humans,Q8NER1
,target,DB00132,unknown,Humans,Q9GZR5
,target,DB00132,unknown,Humans,Q07869
agonist,target,DB00132,unknown,Humans,Q96RI1
,target,DB00132,unknown,Humans,Q03181
,target,DB00132,unknown,Humans,P37231
,target,DB00132,unknown,Humans,P19793
,carrier,DB00132,unknown,Humans,O15540
,target,DB00133,unknown,Humans,P35520
,target,DB00133,unknown,Humans,P20132
,target,DB00133,unknown,Humans,Q9GZT4
,target,DB00133,unknown,Humans,O15270
,target,DB00133,unknown,Humans,O15269
,target,DB00133,unknown,Humans,P49591
,target,DB00133,unknown,Humans,P21549
inhibitor,transporter,DB00133,unknown,Humans,Q8TF71
product of,target,DB00134,unknown,Humans,Q9UBK8
product of,target,DB00134,unknown,Humans,Q99707
product of,target,DB00134,unknown,Humans,P50579
product of,target,DB00134,unknown,Humans,Q93088
product of,target,DB00134,unknown,Humans,Q9H2M3
inhibitor,enzyme,DB00134,unknown,Humans,P15104
inhibitor,enzyme,DB00134,unknown,Humans,P42898
substrate,enzyme,DB00134,unknown,Humans,P31153
substrate,enzyme,DB00134,unknown,Humans,Q9Y3D2
substrate,enzyme,DB00134,unknown,Humans,Q00266
substrate,enzyme,DB00134,unknown,Humans,Q9NZV6
substrate,enzyme,DB00134,unknown,Humans,Q9UJ68
substrate,enzyme,DB00134,unknown,Humans,P56192
substrate,enzyme,DB00134,unknown,Humans,Q96GW9
substrate,enzyme,DB00134,unknown,Humans,Q9NZL9
inhibitor,transporter,DB00134,unknown,Humans,Q8TF71
binder,target,DB00135,unknown,Humans,P07101
,target,DB00135,unknown,Humans,Q9Y2Z4
,target,DB00135,unknown,Humans,P54577
,target,DB00135,unknown,Humans,P17735
inhibitor,transporter,DB00135,unknown,Humans,P36021
inhibitor,transporter,DB00135,unknown,Humans,Q8TF71
antagonist,target,DB00136,yes,Humans,P11473
,target,DB00136,unknown,Humans,P31260
substrate|inducer,enzyme,DB00136,unknown,Humans,Q07973
substrate|inducer,enzyme,DB00136,unknown,Humans,P08684
binder,carrier,DB00136,no,Humans,P02774
,carrier,DB00137,unknown,Humans,P02768
,target,DB00138,unknown,Humans,Q9UPY5
,target,DB00138,unknown,Humans,O60931
,target,DB00138,unknown,Humans,P82251
,target,DB00138,unknown,Humans,Q07837
inhibitor,transporter,DB00138,unknown,Humans,Q8TF71
,target,DB00139,unknown,Humans,Q99643
,target,DB00139,unknown,Humans,Q9BXA5
,target,DB00139,unknown,Humans,Q9BYC2
,target,DB00139,unknown,Humans,Q9NVH6
,target,DB00139,unknown,Humans,Q9P2R7
,target,DB00139,unknown,Humans,Q9UBX3
,target,DB00139,unknown,Humans,P31040
,target,DB00139,unknown,Humans,O14756
,target,DB00139,unknown,Humans,Q8WWT9
,target,DB00139,unknown,Humans,Q13183
,target,DB00139,unknown,Humans,Q9BZW2
,target,DB00139,unknown,Humans,Q96I99
,target,DB00139,unknown,Humans,O14521
,target,DB00139,unknown,Humans,O15460
,target,DB00139,unknown,Humans,O60568
,target,DB00139,unknown,Humans,O75936
,target,DB00139,unknown,Humans,P13674
,target,DB00139,unknown,Humans,P21912
inhibitor,target,DB00139,unknown,Humans,P51649
,target,DB00139,unknown,Humans,P53597
,target,DB00139,unknown,Humans,P55809
,target,DB00139,unknown,Humans,Q02809
,target,DB00139,unknown,Humans,Q12797
,target,DB00139,unknown,Humans,Q32P28
,target,DB00139,unknown,Humans,Q8IVL5
,target,DB00139,unknown,Humans,Q8IVL6
substrate,transporter,DB00139,unknown,Humans,Q8TCC7
ligand,target,DB00140,yes,Humans,Q969G6
other,target,DB00140,yes,Escherichia coli (strain K12),P0AFU8
product of,target,DB00140,yes,Humans,P30043
cofactor,enzyme,DB00140,unknown,Humans,P21397
cofactor,enzyme,DB00140,unknown,Humans,P42898
inhibitor,transporter,DB00140,unknown,Humans,Q4U2R8
,target,DB00141,unknown,Humans,O60512
,target,DB00141,unknown,Humans,O60513
,target,DB00141,unknown,Humans,O60909
,target,DB00141,unknown,Humans,Q9UJ70
,target,DB00141,unknown,Humans,Q9UK23
activator,target,DB00141,unknown,Humans,P54802
,target,DB00141,unknown,Humans,P51606
,target,DB00141,unknown,Humans,P15291
,target,DB00142,unknown,Humans,Q13255
,target,DB00142,unknown,Humans,Q14833
,target,DB00142,unknown,Humans,Q16099
,target,DB00142,unknown,Humans,Q16478
,target,DB00142,unknown,Humans,Q14831
,target,DB00142,unknown,Humans,O00222
,target,DB00142,unknown,Humans,O00341
,target,DB00142,unknown,Humans,O14841
,target,DB00142,unknown,Humans,O15067
,target,DB00142,unknown,Humans,O15382
,target,DB00142,unknown,Humans,O15399
,target,DB00142,unknown,Humans,O43424
,target,DB00142,unknown,Humans,O60391
,target,DB00142,unknown,Humans,O75879
,target,DB00142,unknown,Humans,O94925
,target,DB00142,unknown,Humans,P00505
,target,DB00142,unknown,Humans,P07814
,target,DB00142,unknown,Humans,P08243
,target,DB00142,unknown,Humans,P15104
,target,DB00142,unknown,Humans,P17174
,target,DB00142,unknown,Humans,P17735
,target,DB00142,unknown,Humans,P24298
,target,DB00142,unknown,Humans,P38435
,target,DB00142,unknown,Humans,P43003
,target,DB00142,unknown,Humans,P43004
,target,DB00142,unknown,Humans,P43005
,target,DB00142,unknown,Humans,P48506
,target,DB00142,unknown,Humans,P48664
,target,DB00142,unknown,Humans,P49448
,target,DB00142,unknown,Humans,P49915
,target,DB00142,unknown,Humans,P54687
,target,DB00142,unknown,Humans,P80404
,target,DB00142,unknown,Humans,Q05586
,target,DB00142,unknown,Humans,Q05932
,target,DB00142,unknown,Humans,Q07075
,target,DB00142,unknown,Humans,Q12879
,target,DB00142,unknown,Humans,Q13224
,target,DB00142,unknown,Humans,Q14957
,target,DB00142,unknown,Humans,Q2TU84
,target,DB00142,unknown,Humans,Q5JPH6
,target,DB00142,unknown,Humans,Q5TDP6
,target,DB00142,unknown,Humans,Q6IA69
,target,DB00142,unknown,Humans,Q6YP21
,target,DB00142,unknown,Humans,Q8N159
,target,DB00142,unknown,Humans,Q8N5Z0
,target,DB00142,unknown,Humans,Q8TCU5
,target,DB00142,unknown,Humans,Q8TD30
,target,DB00142,unknown,Humans,Q9H1K4
,target,DB00142,unknown,Humans,Q9H936
,target,DB00142,unknown,Humans,Q9UDR5
,target,DB00142,unknown,Humans,Q9UI32
,target,DB00142,unknown,Humans,Q9ULA0
,target,DB00142,unknown,Humans,Q9ULK0
,target,DB00142,unknown,Humans,Q9UPY5
,target,DB00142,unknown,Humans,Q9Y646
,target,DB00142,unknown,Humans,Q9Y617
,target,DB00142,unknown,Humans,P00367
,target,DB00142,unknown,Humans,P39086
,target,DB00142,unknown,Humans,P42261
,target,DB00142,unknown,Humans,P48507
,target,DB00142,unknown,Humans,Q04609
,target,DB00142,unknown,Humans,Q05329
,target,DB00142,unknown,Humans,Q99259
,target,DB00142,unknown,Humans,O95954
,target,DB00142,unknown,Humans,P42262
,target,DB00142,unknown,Humans,P42263
,target,DB00142,unknown,Humans,P48058
,target,DB00142,unknown,Humans,P54886
,target,DB00142,unknown,Humans,Q13002
,target,DB00142,unknown,Humans,Q13003
substrate|inhibitor,transporter,DB00142,unknown,Humans,Q8TF71
substrate,transporter,DB00142,unknown,Humans,P53985
,target,DB00143,unknown,Humans,O14880
,target,DB00143,unknown,Humans,O60760
,target,DB00143,unknown,Humans,O95881
,target,DB00143,unknown,Humans,P08263
,target,DB00143,unknown,Humans,P09210
,target,DB00143,unknown,Humans,P10620
,target,DB00143,unknown,Humans,P10768
,target,DB00143,unknown,Humans,P19440
,target,DB00143,unknown,Humans,P28161
,target,DB00143,unknown,Humans,P35754
cofactor,target,DB00143,unknown,Humans,P36969
,target,DB00143,unknown,Humans,P46439
cofactor,target,DB00143,unknown,Humans,P59796
,target,DB00143,unknown,Humans,Q16775
,target,DB00143,unknown,Humans,Q6NSD4
,target,DB00143,unknown,Humans,Q8TED1
cofactor,target,DB00143,unknown,Humans,Q96SL4
,target,DB00143,unknown,Humans,Q99735
,target,DB00143,unknown,Humans,Q9H4Y5
,target,DB00143,unknown,Humans,Q9NS18
,target,DB00143,unknown,Humans,Q04760
,target,DB00143,unknown,Humans,Q16873
,target,DB00143,unknown,Humans,P00390
,target,DB00143,unknown,Humans,P48637
,target,DB00143,unknown,Humans,P09488
,target,DB00143,unknown,Humans,Q9Y2Q3
,target,DB00143,unknown,Humans,Q16772
,target,DB00143,unknown,Humans,P21266
,target,DB00143,unknown,Humans,O15217
,target,DB00143,unknown,Humans,Q03013
,target,DB00143,unknown,Humans,Q7RTV2
,target,DB00143,unknown,Humans,P09211
,target,DB00143,unknown,Humans,P78417
cofactor,target,DB00143,unknown,Humans,P07203
cofactor,target,DB00143,unknown,Humans,P18283
,target,DB00143,unknown,Humans,P30711
,target,DB00143,unknown,Humans,O43708
cofactor,target,DB00143,unknown,Humans,O75715
cofactor,target,DB00143,unknown,Humans,P22352
,target,DB00143,unknown,Humans,P15121
,target,DB00143,unknown,Humans,P14780
,target,DB00143,unknown,Humans,P08684
substrate,enzyme,DB00143,unknown,Humans,P09210
substrate,enzyme,DB00143,unknown,Humans,P08263
substrate|inhibitor,transporter,DB00143,unknown,Humans,P33527
substrate|inhibitor,transporter,DB00143,unknown,Humans,Q92887
substrate,transporter,DB00143,unknown,Humans,O15438
substrate,transporter,DB00143,unknown,Humans,O15439
substrate,transporter,DB00143,unknown,Humans,O15440
,target,DB00144,unknown,Humans,P49619
,target,DB00144,unknown,Humans,Q16760
,target,DB00144,unknown,Humans,Q9BVG9
,target,DB00144,unknown,Humans,Q9NXE4
,target,DB00144,unknown,Humans,Q9NY59
,target,DB00144,unknown,Humans,Q9Y2Q0
,target,DB00144,unknown,Humans,P17252
,target,DB00144,unknown,Humans,P48651
,target,DB00144,unknown,Humans,Q9UG56
,target,DB00144,unknown,Humans,Q8WTV0
,target,DB00145,unknown,Humans,O75600
,target,DB00145,unknown,Humans,P13196
,target,DB00145,unknown,Humans,P22557
,target,DB00145,unknown,Humans,P23434
,target,DB00145,unknown,Humans,P41250
antagonist,target,DB00145,unknown,Humans,Q12879
,target,DB00145,unknown,Humans,Q14032
,target,DB00145,unknown,Humans,Q14330
,target,DB00145,unknown,Humans,P48637
,target,DB00145,unknown,Humans,Q14957
,target,DB00145,unknown,Humans,Q53ET4
,target,DB00145,unknown,Humans,Q6IB77
,target,DB00145,unknown,Humans,Q7Z2H8
,target,DB00145,unknown,Humans,P34897
,target,DB00145,unknown,Humans,Q8WU03
,target,DB00145,unknown,Humans,Q969I3
,target,DB00145,unknown,Humans,Q9BYV1
,target,DB00145,unknown,Humans,Q9H598
,target,DB00145,unknown,Humans,Q9P0Z9
,target,DB00145,unknown,Humans,Q9Y345
,target,DB00145,unknown,Humans,O60391
,target,DB00145,unknown,Humans,P23378
,target,DB00145,unknown,Humans,P48067
,target,DB00145,unknown,Humans,P23415
,target,DB00145,unknown,Humans,P21549
,target,DB00145,unknown,Humans,P48167
,target,DB00145,unknown,Humans,P34896
,target,DB00145,unknown,Humans,O75311
,target,DB00145,unknown,Humans,P23416
,target,DB00145,unknown,Humans,Q14749
,target,DB00145,unknown,Humans,P50440
substrate|inhibitor,transporter,DB00145,unknown,Humans,Q8TF71
agonist,target,DB00146,yes,Humans,P11473
substrate,enzyme,DB00146,unknown,Humans,O15528
substrate,enzyme,DB00146,unknown,Humans,Q07973
,target,DB00147,yes,Humans,O00764
ligand,target,DB00148,yes,Humans,P06732
ligand,target,DB00148,yes,Humans,P12532
ligand,target,DB00148,yes,Humans,P12277
ligand,target,DB00148,yes,Humans,P17540
,target,DB00148,yes,Humans,P48029
product of,target,DB00148,yes,Humans,Q14353
inhibitor,transporter,DB00148,unknown,Humans,O76082
,target,DB00149,unknown,Humans,Q15031
,target,DB00149,unknown,Humans,O15382
,target,DB00149,unknown,Humans,P54687
,target,DB00149,unknown,Humans,O60294
,target,DB00149,unknown,Humans,Q9UIC8
,target,DB00149,unknown,Humans,Q9P2J5
inhibitor,transporter,DB00149,unknown,Humans,Q8TF71
substrate,transporter,DB00149,unknown,Humans,P36021
inhibitor,target,DB00150,unknown,Humans,Q9UGM6
inhibitor,target,DB00150,unknown,Geobacillus stearothermophilus,P00953
inhibitor,target,DB00150,unknown,Humans,P23381
substrate,enzyme,DB00150,unknown,Humans,P48775
substrate,enzyme,DB00150,unknown,Humans,P20711
substrate|inhibitor,enzyme,DB00150,unknown,Geobacillus stearothermophilus,P00953
substrate|inhibitor,enzyme,DB00150,unknown,Humans,Q9UGM6
substrate,enzyme,DB00150,unknown,Humans,P17752
substrate,enzyme,DB00150,unknown,Humans,Q8IWU9
substrate|inhibitor,enzyme,DB00150,unknown,Humans,P23381
substrate,enzyme,DB00150,unknown,Humans,P14902
inhibitor,transporter,DB00150,unknown,Humans,P36021
inhibitor,transporter,DB00150,unknown,Humans,Q8TF71
